Time(s)	Extension(mm)	Load(N)
0.001	0.000	-0.001
0.018	0.000	-0.000
0.037	0.000	-0.001
0.084	0.000	-0.000
0.134	0.000	-0.001
0.185	0.000	-0.001
0.233	0.000	-0.001
0.283	0.000	-0.001
0.333	0.000	-0.001
0.383	0.000	-0.001
0.435	0.000	-0.001
0.484	0.000	-0.001
0.535	0.000	-0.001
0.585	0.000	-0.000
0.633	0.000	-0.000
0.684	0.000	-0.000
0.734	0.000	-0.001
0.785	0.000	-0.000
0.835	0.000	-0.000
0.887	0.000	-0.001
0.935	0.000	-0.000
0.984	0.000	-0.000
1.034	0.000	-0.000
1.085	0.000	-0.001
1.137	0.000	-0.000
1.186	0.000	-0.001
1.237	0.000	-0.001
1.287	0.000	-0.001
1.338	-0.000	-0.001
1.403	-0.000	-0.001
1.461	-0.010	-0.000
1.503	-0.010	-0.000
1.552	-0.010	-0.000
1.605	-0.020	-0.000
1.652	-0.020	-0.001
1.702	-0.020	-0.000
1.753	-0.030	0.000
1.803	-0.030	-0.001
1.855	-0.030	-0.001
1.905	-0.030	-0.001
1.955	-0.040	-0.001
2.003	-0.040	-0.000
2.062	-0.040	-0.000
2.103	-0.050	-0.001
2.160	-0.050	-0.001
2.203	-0.050	0.000
2.245	-0.060	0.000
2.300	-0.060	0.000
2.342	-0.060	-0.001
2.403	-0.070	-0.001
2.453	-0.070	-0.001
2.505	-0.070	-0.000
2.560	-0.080	0.000
2.603	-0.080	-0.001
2.654	-0.080	-0.001
2.701	-0.080	-0.001
2.752	-0.090	-0.001
2.802	-0.090	0.000
2.851	-0.090	0.000
2.893	-0.100	-0.001
2.961	-0.100	-0.001
3.003	-0.100	-0.001
3.055	-0.110	0.000
3.094	-0.110	0.000
3.145	-0.110	-0.000
3.203	-0.120	-0.000
3.255	-0.120	-0.001
3.302	-0.120	-0.001
3.351	-0.130	0.000
3.401	-0.130	0.000
3.441	-0.130	-0.001
3.501	-0.130	-0.001
3.552	-0.140	-0.000
3.603	-0.140	-0.000
3.655	-0.140	-0.000
3.705	-0.150	-0.000
3.756	-0.150	-0.001
3.803	-0.150	-0.001
3.862	-0.160	0.000
3.901	-0.160	-0.000
3.953	-0.160	0.000
4.001	-0.170	-0.001
4.055	-0.170	-0.001
4.107	-0.170	-0.001
4.153	-0.180	0.000
4.202	-0.180	-0.000
4.252	-0.180	0.000
4.301	-0.180	-0.001
4.352	-0.190	-0.003
4.406	-0.190	-0.005
4.452	-0.190	-0.006
4.502	-0.200	-0.009
4.554	-0.200	-0.011
4.603	-0.200	-0.013
4.654	-0.210	-0.015
4.707	-0.210	-0.016
4.756	-0.210	-0.017
4.807	-0.220	-0.019
4.857	-0.220	-0.020
4.903	-0.220	-0.022
4.952	-0.230	-0.023
5.008	-0.230	-0.024
5.054	-0.230	-0.025
5.105	-0.230	-0.027
5.154	-0.240	-0.027
5.213	-0.240	-0.029
5.255	-0.240	-0.030
5.304	-0.250	-0.031
5.356	-0.250	-0.032
5.410	-0.250	-0.033
5.453	-0.260	-0.034
5.502	-0.260	-0.035
5.553	-0.260	-0.037
5.603	-0.270	-0.038
5.661	-0.270	-0.039
5.703	-0.270	-0.040
5.754	-0.280	-0.041
5.805	-0.280	-0.042
5.855	-0.280	-0.043
5.905	-0.280	-0.045
5.956	-0.290	-0.046
6.006	-0.290	-0.047
6.055	-0.290	-0.048
6.110	-0.300	-0.049
6.153	-0.300	-0.050
6.202	-0.300	-0.052
6.253	-0.310	-0.053
6.302	-0.310	-0.054
6.354	-0.310	-0.055
6.403	-0.320	-0.057
6.454	-0.320	-0.060
6.506	-0.320	-0.063
6.564	-0.330	-0.066
6.605	-0.330	-0.068
6.655	-0.330	-0.069
6.706	-0.330	-0.072
6.756	-0.340	-0.074
6.806	-0.340	-0.077
6.853	-0.340	-0.078
6.904	-0.350	-0.080
6.954	-0.350	-0.081
7.012	-0.350	-0.083
7.054	-0.360	-0.084
7.104	-0.360	-0.086
7.154	-0.360	-0.088
7.206	-0.370	-0.089
7.260	-0.370	-0.090
7.306	-0.370	-0.092
7.352	-0.380	-0.093
7.402	-0.380	-0.095
7.457	-0.380	-0.097
7.502	-0.380	-0.099
7.554	-0.390	-0.099
7.605	-0.390	-0.101
7.654	-0.390	-0.102
7.711	-0.400	-0.104
7.762	-0.400	-0.106
7.806	-0.400	-0.108
7.862	-0.410	-0.108
7.906	-0.410	-0.110
7.962	-0.410	-0.111
8.004	-0.420	-0.113
8.056	-0.420	-0.115
8.112	-0.420	-0.117
8.155	-0.430	-0.118
8.206	-0.430	-0.120
8.262	-0.430	-0.122
8.306	-0.430	-0.123
8.361	-0.440	-0.126
8.404	-0.440	-0.128
8.456	-0.440	-0.131
8.512	-0.450	-0.133
8.554	-0.450	-0.134
8.606	-0.450	-0.136
8.654	-0.460	-0.140
8.706	-0.460	-0.144
8.761	-0.460	-0.147
8.812	-0.470	-0.150
8.855	-0.470	-0.153
8.906	-0.470	-0.156
8.954	-0.480	-0.160
9.010	-0.480	-0.165
9.054	-0.480	-0.170
9.104	-0.480	-0.174
9.161	-0.490	-0.177
9.203	-0.490	-0.180
9.263	-0.490	-0.184
9.306	-0.500	-0.190
9.354	-0.500	-0.194
9.406	-0.500	-0.199
9.460	-0.510	-0.202
9.504	-0.510	-0.205
9.556	-0.510	-0.209
9.612	-0.520	-0.214
9.653	-0.520	-0.218
9.706	-0.520	-0.223
9.754	-0.530	-0.226
9.804	-0.530	-0.229
9.857	-0.530	-0.233
9.911	-0.530	-0.237
9.954	-0.540	-0.241
10.006	-0.540	-0.246
10.062	-0.540	-0.251
10.106	-0.550	-0.254
10.166	-0.550	-0.258
10.204	-0.550	-0.262
10.255	-0.560	-0.267
10.311	-0.560	-0.272
10.362	-0.560	-0.277
10.404	-0.570	-0.281
10.461	-0.570	-0.285
10.505	-0.570	-0.289
10.556	-0.580	-0.294
10.616	-0.580	-0.299
10.654	-0.580	-0.305
10.705	-0.580	-0.309
10.761	-0.590	-0.314
10.806	-0.590	-0.318
10.861	-0.590	-0.322
10.912	-0.600	-0.328
10.956	-0.600	-0.334
11.006	-0.600	-0.339
11.061	-0.610	-0.343
11.104	-0.610	-0.347
11.161	-0.610	-0.351
11.204	-0.620	-0.357
11.255	-0.620	-0.363
11.312	-0.620	-0.369
11.354	-0.630	-0.374
11.406	-0.630	-0.378
11.460	-0.630	-0.382
11.504	-0.630	-0.387
11.561	-0.640	-0.394
11.612	-0.640	-0.401
11.654	-0.640	-0.405
11.706	-0.650	-0.410
11.762	-0.650	-0.414
11.804	-0.650	-0.420
11.856	-0.660	-0.425
11.904	-0.660	-0.432
11.964	-0.660	-0.438
12.012	-0.670	-0.443
12.054	-0.670	-0.447
12.106	-0.670	-0.452
12.161	-0.680	-0.459
12.204	-0.680	-0.466
12.262	-0.680	-0.472
12.305	-0.680	-0.478
12.356	-0.690	-0.483
12.416	-0.690	-0.488
12.454	-0.690	-0.494
12.506	-0.700	-0.500
12.561	-0.700	-0.508
12.606	-0.700	-0.515
12.662	-0.710	-0.520
12.703	-0.710	-0.526
12.756	-0.710	-0.532
12.812	-0.720	-0.538
12.863	-0.720	-0.545
12.906	-0.720	-0.553
12.954	-0.730	-0.559
13.010	-0.730	-0.564
13.062	-0.730	-0.570
13.105	-0.730	-0.576
13.156	-0.740	-0.583
13.203	-0.740	-0.591
13.255	-0.740	-0.599
13.312	-0.750	-0.605
13.356	-0.750	-0.610
13.406	-0.750	-0.617
13.453	-0.760	-0.624
13.506	-0.760	-0.631
13.561	-0.760	-0.640
13.612	-0.770	-0.647
13.656	-0.770	-0.652
13.703	-0.770	-0.658
13.764	-0.780	-0.665
13.812	-0.780	-0.673
13.854	-0.780	-0.681
13.910	-0.780	-0.689
13.962	-0.790	-0.695
14.006	-0.790	-0.701
14.062	-0.790	-0.708
14.106	-0.800	-0.715
14.156	-0.800	-0.724
14.212	-0.800	-0.732
14.256	-0.810	-0.739
14.306	-0.810	-0.745
14.353	-0.810	-0.752
14.412	-0.820	-0.759
14.455	-0.820	-0.767
14.506	-0.820	-0.776
14.562	-0.830	-0.783
